"Crop","State","Season","Area-2020-21","Area-2021-22","Area-2022-23","Area-2023-24","Area-2024-25","Production-2020-21","Production-2021-22","Production-2022-23","Production-2023-24","Production-2024-25","Yield-2020-21","Yield-2021-22","Yield-2022-23","Yield-2023-24","Yield-2024-25"
"Wheat","Madhya Pradesh","Total","6083000.00","6500000.00","7150000.00","7497000.00","7748688.00","18182087.00","22977500.00","22729850.00","22580964.00","24509100.00","2989.00","3535.00","3179.00","3012.00","3163.00"
"Wheat","Maharashtra","Rabi","1126200.00","1132250.00","1218800.00","1046890.00","1188930.00","2071081.80","2144481.50","2374222.40","1988044.11","2285599.03","1839.00","1894.00","1948.00","1899.00","1922.00"
"Wheat","Maharashtra","Total","1126200.00","1132250.00","1218800.00","1046890.00","1188930.00","2071081.80","2144481.50","2374222.40","1988044.11","2285599.03","1839.00","1894.00","1948.00","1899.00","1922.00"
"Wheat","Manipur","Rabi","2300.00","2300.00","2370.00","2250.00","2060.00","5830.50","5651.10","5879.97","5850.00","4779.20","2535.00","2457.00","2481.00","2600.00","2320.00"
"Wheat","Manipur","Total","2300.00","2300.00","2370.00","2250.00","2060.00","5830.50","5651.10","5879.97","5850.00","4779.20","2535.00","2457.00","2481.00","2600.00","2320.00"
"Wheat","Meghalaya","Rabi","464.00","464.00","262.00","260.00","260.00","897.84","897.84","468.98","465.40","465.40","1935.00","1935.00","1790.00","1790.00","1790.00"
"Wheat","Meghalaya","Total","464.00","464.00","262.00","260.00","260.00","897.84","897.84","468.98","465.40","465.40","1935.00","1935.00","1790.00","1790.00","1790.00"
"Wheat","Mizoram","Rabi","","","","","","","0.00","","","","","","","",""
"Wheat","Mizoram","Total","","","","","","","0.00","","","","","","","",""
"Wheat","Nagaland","Rabi","3430.00","1392.00","1398.00","1400.00","1102.00","6290.62","2349.70","2569.52","2576.00","2027.68","1834.00","1688.00","1838.00","1840.00","1840.00"
"Wheat","Nagaland","Total","3430.00","1392.00","1398.00","1400.00","1102.00","6290.62","2349.70","2569.52","2576.00","2027.68","1834.00","1688.00","1838.00","1840.00","1840.00"
"Wheat","Odisha","Rabi","180.00","180.00","220.00","249.00","300.00","295.20","306.90","340.56","471.61","538.80","1640.00","1705.00","1548.00","1894.00","1796.00"
"Wheat","Odisha","Total","180.00","180.00","220.00","249.00","300.00","295.20","306.90","340.56","471.61","538.80","1640.00","1705.00","1548.00","1894.00","1796.00"
"Wheat","Puducherry","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Wheat","Puducherry","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Wheat","Punjab","Rabi","3530400.00","3525000.00","3534740.00","3515800.00","3512000.00","17185987.20","14861400.00","16782945.52","17737211.00","17993205.20","4868.00","4216.00","4748.00","5045.00","5123.00"
"Wheat","Punjab","Total","3530400.00","3525000.00","3534740.00","3515800.00","3512000.00","17185987.20","14861400.00","16782945.52","17737211.00","17993205.20","4868.00","4216.00","4748.00","5045.00","5123.00"
"Wheat","Rajasthan","Rabi","3002000.00","2580000.00","2793866.00","2740000.00","3167932.00","11035352.00","10095540.00","10636247.86","9699600.00","11274670.00","3676.00","3913.00","3807.00","3540.00","3559.00"
"Wheat","Rajasthan","Total","3002000.00","2580000.00","2793866.00","2740000.00","3167932.00","11035352.00","10095540.00","10636247.86","9699600.00","11274670.00","3676.00","3913.00","3807.00","3540.00","3559.00"
"Wheat","Sikkim","Rabi","104.00","103.00","93.00","109.00","109.00","120.02","118.97","107.42","126.44","126.44","1154.00","1155.00","1155.00","1160.00","1160.00"
"Wheat","Sikkim","Total","104.00","103.00","93.00","109.00","109.00","120.02","118.97","107.42","126.44","126.44","1154.00","1155.00","1155.00","1160.00","1160.00"
"Wheat","Tamil Nadu","Rabi","","","","","","","0.00","","","","","","","",""
"Wheat","Tamil Nadu","Total","","","","","","","0.00","","","","","","","",""
"Wheat","Telangana","Rabi","6000.00","7000.00","3000.00","4000.00","2480.00","15840.00","14063.00","6219.00","6856.00","4893.04","2640.00","2009.00","2073.00","1714.00","1973.00"
"Wheat","Telangana","Total","6000.00","7000.00","3000.00","4000.00","2480.00","15840.00","14063.00","6219.00","6856.00","4893.04","2640.00","2009.00","2073.00","1714.00","1973.00"
"Wheat","Tripura","Rabi","28.00","28.00","21.00","20.00","215.00","57.99","57.99","43.01","40.96","466.98","2071.00","2071.00","2048.00","2048.00","2172.00"
"Wheat","Tripura","Total","28.00","28.00","21.00","20.00","215.00","57.99","57.99","43.01","40.96","466.98","2071.00","2071.00","2048.00","2048.00","2172.00"
"Wheat","Uttar Pradesh","Rabi","9852000.00","9420000.00","9518600.00","9532000.00","9598810.00","35506608.00","33949680.00","33610176.60","35340366.60","35652859.98","3604.00","3604.00","3531.00","3708.00","3714.00"
"Wheat","Uttar Pradesh","Total","9852000.00","9420000.00","9518600.00","9532000.00","9598810.00","35506608.00","33949680.00","33610176.60","35340366.60","35652859.98","3604.00","3604.00","3531.00","3708.00","3714.00"
"Wheat","Uttarakhand","Rabi","312000.00","298000.00","285000.00","267929.00","258490.00","955344.00","863008.00","831060.00","869161.68","855643.26","3062.00","2896.00","2916.00","3244.00","3310.00"
"Wheat","Uttarakhand","Total","312000.00","298000.00","285000.00","267929.00","258490.00","955344.00","863008.00","831060.00","869161.68","855643.26","3062.00","2896.00","2916.00","3244.00","3310.00"
"Wheat","West Bengal","Rabi","193271.00","220507.00","180350.00","189792.00","181381.00","594694.87","655787.82","556920.80","593479.58","567722.53","3077.00","2974.00","3088.00","3127.00","3130.00"
"Wheat","West Bengal","Total","193271.00","220507.00","180350.00","189792.00","181381.00","594694.87","655787.82","556920.80","593479.58","567722.53","3077.00","2974.00","3088.00","3127.00","3130.00"
"Wheat","All India","Rabi","31125156.00","30458525.05","31400716.05","31832884.00","32804383.00","109586495.24","107742070.20","110553675.31","113292368.48","117944513.01","3521.00","3537.00","3521.00","3559.00","3595.00"
"Wheat","All India","Total","31125156.00","30458525.05","31400716.05","31832884.00","32804383.00","109586495.24","107742070.20","110553675.31","113292368.48","117944513.01","3521.00","3537.00","3521.00","3559.00","3595.00"
"Maize","Andaman And Nicobar Islands","Kharif","41.00","41.92","15.14","19.54","","109.88","112.35","34.22","47.09","","2680.00","2680.00","2260.00","2410.00",""
"Maize","Andaman And Nicobar Islands","Rabi","","0.00","","","12.90","","0.00","","","28.75","","0.00","","","2229.00"
"Maize","Andaman And Nicobar Islands","Total","41.00","41.92","15.14","19.54","12.90","109.88","112.35","34.22","47.09","28.75","2680.00","2680.00","2260.00","2410.00","2229.00"
"Maize","Andhra Pradesh","Kharif","114000.00","130000.00","138000.00","138730.00","144000.00","433998.00","440700.00","558348.00","555891.11","651487.68","3807.00","3390.00","4046.00","4007.00","4524.00"
"Maize","Andhra Pradesh","Rabi","187000.00","212000.00","248000.00","153540.00","186000.00","1346961.00","1458560.00","2197032.00","1263480.66","1496928.00","7203.00","6880.00","8859.00","8229.00","8048.00"
"Maize","Andhra Pradesh","Total","301000.00","342000.00","386000.00","292270.00","330000.00","1780959.00","1899260.00","2755380.00","1819371.77","2148415.68","5917.00","5553.00","7138.00","6225.00","6510.00"
"Maize","Arunachal Pradesh","Kharif","41228.00","43373.00","43789.00","44055.00","44229.00","63284.98","66751.05","67610.22","68064.98","68422.26","1535.00","1539.00","1544.00","1545.00","1547.00"
"Maize","Arunachal Pradesh","Rabi","9923.00","10842.00","10854.00","10963.00","11087.00","17027.87","18648.24","18690.59","18911.18","19136.16","1716.00","1720.00","1722.00","1725.00","1726.00"
"Maize","Arunachal Pradesh","Total","51151.00","54215.00","54643.00","55018.00","55316.00","80312.85","85399.29","86300.81","86976.16","87558.42","1570.00","1575.00","1579.00","1581.00","1583.00"
"Maize","Assam","Kharif","41154.00","42922.00","52000.00","41718.00","33043.00","147907.48","170185.73","192296.00","214764.26","113866.18","3594.00","3965.00","3698.00","5148.00","3446.00"
"Maize","Assam","Rabi","","","","61949.00","67086.00","","0.00","","318355.91","361040.08","","","","5139.00","5382.00"
"Maize","Assam","Total","41154.00","42922.00","52000.00","103667.00","100129.00","147907.48","170185.73","192296.00","533120.17","474906.26","3594.00","3965.00","3698.00","5143.00","4743.00"
"Maize","Bihar","Kharif","193607.00","173777.00","181101.00","216112.00","192575.00","225164.94","234946.50","445146.26","586311.86","570984.88","1163.00","1352.00","2458.00","2713.00","2965.00"
"Maize","Bihar","Rabi","455580.00","489076.00","409433.00","557870.00","550000.00","1859221.98","2433642.18","2915162.96","4051475.09","4070385.00","4081.00","4976.00","7120.00","7262.00","7401.00"
"Maize","Bihar","Summer","","","157568.00","181511.00","153779.00","","","1019307.39","1071640.94","826869.68","","","6469.00","5904.00","5377.00"
"Maize","Bihar","Total","649187.00","662853.00","748102.00","955493.00","896354.00","2084386.92","2668588.68","4379616.61","5709427.89","5468239.56","3211.00","4026.00","5854.00","5975.00","6101.00"
"Maize","Chandigarh","Kharif","8.00","9.00","9.00","10.00","10.00","24.00","25.88","25.88","30.00","30.00","3000.00","2875.00","2875.00","3000.00","3000.00"
"Maize","Chandigarh","Rabi","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Maize","Chandigarh","Total","8.00","9.00","9.00","10.00","10.00","24.00","25.88","25.88","30.00","30.00","3000.00","2875.00","2875.00","3000.00","3000.00"
"Maize","Chhattisgarh","Kharif","113890.00","130580.00","120410.00","109420.00","111380.00","341214.44","393959.86","393379.47","344016.48","360982.58","2996.00","3017.00","3267.00","3144.00","3241.00"
"Maize","Chhattisgarh","Rabi","","","","","","","0.00","","","","","","","",""
"Maize","Chhattisgarh","Total","113890.00","130580.00","120410.00","109420.00","111380.00","341214.44","393959.86","393379.47","344016.48","360982.58","2996.00","3017.00","3267.00","3144.00","3241.00"
"Maize","Dadra And Nagar Haveli","Kharif","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Maize","Dadra And Nagar Haveli","Rabi","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Maize","Dadra And Nagar Haveli","Total","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Maize","Daman And Diu","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Maize","Daman And Diu","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Maize","Daman And Diu","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Maize","Delhi","Kharif","22.00","20.00","25.00","45.00","550.00","112.00","102.00","128.00","230.00","2805.00","5091.00","5100.00","5120.00","5111.00","5100.00"
"Maize","Delhi","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Maize","Delhi","Total","22.00","20.00","25.00","45.00","550.00","112.00","102.00","128.00","230.00","2805.00","5091.00","5100.00","5120.00","5111.00","5100.00"
"Maize","Goa","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Maize","Goa","Rabi","","","","","","","0.00","","","","","","","",""
"Maize","Goa","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Maize","Gujarat","Kharif","286710.00","294690.00","287920.00","282430.00","286020.00","436085.91","574645.50","548775.52","568531.59","421593.48","1521.00","1950.00","1906.00","2013.00","1474.00"
"Maize","Gujarat","Rabi","102220.00","95830.00","105590.00","115630.00","134490.00","231528.30","241587.43","290161.32","324457.78","357232.34","2265.00","2521.00","2748.00","2806.00","2656.00"
"Maize","Gujarat","Summer","","","7180.00","7080.00","7520.00","","","18395.16","16255.68","16596.64","","","2562.00","2296.00","2207.00"
"Maize","Gujarat","Total","388930.00","390520.00","400690.00","405140.00","428030.00","667614.21","816232.93","857332.00","909245.05","795422.46","1717.00","2090.00","2140.00","2244.00","1858.00"
"Maize","Haryana","Kharif","6630.00","4970.00","4810.00","4980.00","4308.00","20062.38","15571.01","16007.68","18351.30","16008.53","3026.00","3133.00","3328.00","3685.00","3716.00"
"Maize","Haryana","Rabi","","","","","","","0.00","","","","","","","",""
"Maize","Haryana","Total","6630.00","4970.00","4810.00","4980.00","4308.00","20062.38","15571.01","16007.68","18351.30","16008.53","3026.00","3133.00","3328.00","3685.00","3716.00"
"Maize","Himachal Pradesh","Kharif","267407.00","262994.00","255539.00","253029.00","261518.00","729218.89","781092.18","678200.51","608028.69","693022.70","2727.00","2970.00","2654.00","2403.00","2650.00"
"Maize","Himachal Pradesh","Rabi","","","","","","","0.00","","","","","","","",""
"Maize","Himachal Pradesh","Total","267407.00","262994.00","255539.00","253029.00","261518.00","729218.89","781092.18","678200.51","608028.69","693022.70","2727.00","2970.00","2654.00","2403.00","2650.00"
"Maize","Jammu And Kashmir","Kharif","289179.00","292596.00","276370.00","288195.00","288195.00","508665.86","581095.66","546936.23","588206.00","588206.00","1759.00","1986.00","1979.00","2041.00","2041.00"
"Maize","Jammu And Kashmir","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Maize","Jammu And Kashmir","Total","289179.00","292596.00","276370.00","288195.00","288195.00","508665.86","581095.66","546936.23","588206.00","588206.00","1759.00","1986.00","1979.00","2041.00","2041.00"
"Maize","Jharkhand","Kharif","285819.00","272604.00","209225.00","259499.00","273765.00","623371.24","606543.90","408407.20","544688.40","663880.13","2181.00","2225.00","1952.00","2099.00","2425.00"
"Maize","Jharkhand","Rabi","12330.00","12145.00","30828.00","9942.00","14841.00","28420.65","28820.09","50003.02","20550.11","33926.53","2305.00","2373.00","1622.00","2067.00","2286.00"
"Maize","Jharkhand","Total","298149.00","284749.00","240053.00","269441.00","288606.00","651791.89","635363.99","458410.22","565238.51","697806.66","2186.00","2231.00","1910.00","2098.00","2418.00"
"Maize","Karnataka","Kharif","1532000.00","1398400.00","1546000.00","1745000.00","1585000.00","4674132.00","4518230.40","4614810.00","4753380.00","4965171.00","3051.00","3231.00","2985.00","2724.00","3133.00"
"Maize","Karnataka","Rabi","194000.00","194000.00","295000.00","192000.00","268000.00","688000.00","702474.00","1029550.00","745728.00","960512.00","3546.00","3621.00","3490.00","3884.00","3584.00"
"Maize","Karnataka","Summer","","","71000.00","35000.00","61000.00","","","266605.00","130130.00","264008.00","","","3755.00","3718.00","4328.00"
"Maize","Karnataka","Total","1726000.00","1592400.00","1912000.00","1972000.00","1914000.00","5362132.00","5220704.40","5910965.00","5629238.00","6189691.00","3107.00","3279.00","3092.00","2855.00","3234.00"
"Maize","Kerala","Kharif","26.00","16.00","33.00","90.00","25.56","37.00","34.00","102.00","240.75","80.82","1423.00","2125.00","3091.00","2675.00","3162.00"
"Maize","Kerala","Rabi","82.00","67.00","41.00","60.22","43.34","78.97","182.98","138.99","156.03","150.00","963.00","2731.00","3390.00","2591.00","3461.00"
"Maize","Kerala","Summer","","","14.00","61.73","25.83","","","18.00","144.57","64.42","","","1286.00","2342.00","2494.00"
"Maize","Kerala","Total","108.00","83.00","88.00","211.95","94.73","115.96","216.98","258.99","541.35","295.24","1074.00","2614.00","2943.00","2554.00","3117.00"
"Maize","Ladakh","Kharif","","0.00","","","50.70","","0.00","","","20.33","","0.00","","","401.00"
"Maize","Ladakh","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Maize","Ladakh","Total","","0.00","","","50.70","","0.00","","","20.33","","0.00","","","401.00"
"Maize","Lakshadweep","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Maize","Lakshadweep","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Maize","Lakshadweep","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Maize","Madhya Pradesh","Kharif","1383000.00","1400000.00","1448000.00","1530000.00","2077000.00","3793569.00","4607400.00","4620568.00","4274055.00","5787768.00","2743.00","3291.00","3191.00","2794.00","2787.00"
"Maize","Madhya Pradesh","Rabi","22000.00","0.00","","","222000.00","87978.00","0.00","","","835164.00","3999.00","0.00","","","3762.00"
"Maize","Madhya Pradesh","Summer","","","","13000.00","4000.00","","","","64636.00","19440.00","","","","4972.00","4860.00"
"Maize","Madhya Pradesh","Total","1405000.00","1400000.00","1448000.00","1543000.00","2303000.00","3881547.00","4607400.00","4620568.00","4338691.00","6642372.00","2763.00","3291.00","3191.00","2812.00","2884.00"
